sample_id,rms_acceleration_mps2,dominant_frequency_hz,peak_acceleration_mps2,vibration_hazard_label
SIM_VIB_02794,0.49976,30.6748,1.12043,1
SIM_VIB_02795,0.85096,17.1196,2.34269,1
SIM_VIB_02796,1.00651,16.5759,1.95937,1
SIM_VIB_02797,0.58275,30.5214,1.71153,1
SIM_VIB_02798,1.40955,60.6202,4.05534,1
SIM_VIB_02799,0.21303,6.259,0.58511,0
SIM_VIB_02800,0.10659,6.8147,0.46407,0
SIM_VIB_02801,0.16292,8.841,0.53233,0
SIM_VIB_02802,0.26582,14.9017,0.8347,1
SIM_VIB_02803,0.2974,13.4902,0.93033,0
SIM_VIB_02804,0.11129,8.4962,0.44498,0
SIM_VIB_02805,0.14664,12.0671,0.30493,0
SIM_VIB_02806,0.30904,7.2265,0.95457,0
SIM_VIB_02807,0.28858,15.2822,0.59962,0
SIM_VIB_02808,0.61926,22.014,2.11305,1
SIM_VIB_02809,0.13054,8.8639,1.11802,0
SIM_VIB_02810,0.61916,27.42,2.0656,1
SIM_VIB_02811,1.40351,41.3697,5.38454,1
SIM_VIB_02812,0.21086,8.9286,0.53779,0
SIM_VIB_02813,1.6339,53.4794,3.4271,1
SIM_VIB_02814,1.27727,18.9196,3.7728,1
SIM_VIB_02815,0.61788,21.7125,2.07349,1
SIM_VIB_02816,0.11263,8.9519,0.57194,0
SIM_VIB_02817,0.62768,21.927,1.79802,1
SIM_VIB_02818,0.10063,13.2198,0.67393,0
SIM_VIB_02819,0.2124,12.0628,0.49035,0
SIM_VIB_02820,1.13304,18.1307,2.17958,1
SIM_VIB_02821,0.56557,28.1464,1.78427,1
SIM_VIB_02822,0.1707,10.2187,0.47957,0
SIM_VIB_02823,2.03723,30.3396,5.27972,1
SIM_VIB_02824,0.13044,1.9152,0.80419,0
SIM_VIB_02825,0.84957,16.3241,2.44361,1
SIM_VIB_02826,0.26758,10.519,0.79855,0
SIM_VIB_02827,0.16524,14.9406,0.39675,0
SIM_VIB_02828,0.21734,5.4229,0.67526,0
SIM_VIB_02829,1.53934,46.8015,3.26392,1
SIM_VIB_02830,0.33899,10.7058,0.93419,0
SIM_VIB_02831,0.583,23.0196,1.37182,1
SIM_VIB_02832,1.92109,41.3559,3.50448,1
SIM_VIB_02833,0.149,5.1353,0.36786,0
SIM_VIB_02834,0.10989,2.7731,0.53482,0
SIM_VIB_02835,0.13113,9.4056,0.78277,0
SIM_VIB_02836,0.33692,11.8888,0.71629,0
SIM_VIB_02837,0.23682,11.3419,0.76451,0
SIM_VIB_02838,0.1998,1.0,0.65524,0
SIM_VIB_02839,0.22541,21.7195,0.45888,0
SIM_VIB_02840,0.27964,1.4548,0.67148,0
SIM_VIB_02841,0.32874,6.6405,0.61192,0
SIM_VIB_02842,1.31618,61.1067,4.98316,1
SIM_VIB_02843,0.12721,3.1206,0.45916,0
SIM_VIB_02844,1.95879,53.507,4.3624,1
SIM_VIB_02845,0.22262,2.5909,0.62346,0
SIM_VIB_02846,0.10987,11.8054,0.9249,0
SIM_VIB_02847,0.21051,8.7153,0.41571,0
SIM_VIB_02848,1.23464,27.7137,4.37541,1
SIM_VIB_02849,0.78271,20.5412,2.23249,1
SIM_VIB_02850,0.12477,9.6686,0.71651,0
SIM_VIB_02851,0.14071,9.1458,0.49247,0
SIM_VIB_02852,0.60236,5.5949,1.78331,1
SIM_VIB_02853,1.27329,23.5671,4.22977,1
SIM_VIB_02854,0.32293,13.0292,0.87447,0
SIM_VIB_02855,1.03567,12.9308,2.32874,1
SIM_VIB_02856,0.19908,7.7843,0.62638,0
SIM_VIB_02857,0.317,15.0445,0.83154,0
SIM_VIB_02858,0.09592,6.5972,0.43368,0
SIM_VIB_02859,0.66067,24.4041,2.07173,1
SIM_VIB_02860,0.95154,34.3531,2.09445,1
SIM_VIB_02861,0.15853,3.6828,0.52485,0
SIM_VIB_02862,1.34412,63.2152,3.46215,1
SIM_VIB_02863,0.21306,3.3916,0.77295,0
SIM_VIB_02864,0.34132,4.8028,1.18916,0
SIM_VIB_02865,0.22576,5.6487,0.52341,0
SIM_VIB_02866,0.62524,19.7529,1.90436,1
SIM_VIB_02867,0.19029,10.9642,0.72206,0
SIM_VIB_02868,0.28139,10.888,0.60038,0
SIM_VIB_02869,0.77354,23.7609,1.94528,1
SIM_VIB_02870,0.30837,5.4079,0.99342,0
SIM_VIB_02871,1.14409,15.6987,2.47011,1
SIM_VIB_02872,0.82524,16.1411,2.15471,1
SIM_VIB_02873,0.2893,8.0893,0.98926,0
SIM_VIB_02874,0.72177,22.9636,2.39165,1
SIM_VIB_02875,2.04855,36.4859,4.06243,1
SIM_VIB_02876,0.14277,7.2173,0.5578,0
SIM_VIB_02877,0.93655,33.7674,2.37282,1
SIM_VIB_02878,1.18533,48.9357,3.66541,1
SIM_VIB_02879,0.08464,10.1673,0.30205,0
SIM_VIB_02880,0.08733,15.4176,0.67207,0
SIM_VIB_02881,0.1341,6.8888,0.36047,0
SIM_VIB_02882,1.28207,45.903,2.38286,1
SIM_VIB_02883,0.25632,4.2601,0.64126,0
SIM_VIB_02884,0.34928,9.737,1.00853,0
SIM_VIB_02885,0.45774,23.6387,2.06265,1
SIM_VIB_02886,0.46485,15.4712,1.53037,1
SIM_VIB_02887,1.00476,13.5241,3.25132,1
SIM_VIB_02888,1.30181,49.8015,3.6976,1
SIM_VIB_02889,0.18733,6.1642,0.65009,0
SIM_VIB_02890,1.79644,26.8387,5.162,1
SIM_VIB_02891,0.15386,9.2991,0.72736,0
SIM_VIB_02892,0.2491,11.092,0.84952,0
SIM_VIB_02893,0.85903,26.4155,2.24419,1
SIM_VIB_02894,0.22372,1.0909,0.55891,0
SIM_VIB_02895,0.22368,6.4537,0.59109,0
SIM_VIB_02896,0.65,40.124,1.97957,1
SIM_VIB_02897,0.87281,13.7494,2.74551,1
SIM_VIB_02898,0.18301,4.5977,0.64009,0
SIM_VIB_02899,0.6942,25.3292,1.79997,1
SIM_VIB_02900,0.96918,23.685,2.98406,1
SIM_VIB_02901,0.18356,17.0712,0.51643,0
SIM_VIB_02902,1.70494,43.6658,3.99562,1
SIM_VIB_02903,1.20421,7.0087,3.33616,1
SIM_VIB_02904,0.1815,13.6254,0.79054,0
SIM_VIB_02905,0.2783,7.1895,0.95373,0
SIM_VIB_02906,0.24916,7.1165,0.76269,0
SIM_VIB_02907,1.99286,36.8715,5.0217,1
SIM_VIB_02908,0.34235,9.5845,1.00565,0
SIM_VIB_02909,0.83329,24.9524,2.45479,1
SIM_VIB_02910,0.18898,8.66,0.59822,0
SIM_VIB_02911,0.78247,22.7199,2.62906,1
SIM_VIB_02912,0.80678,34.8335,2.21169,1
SIM_VIB_02913,0.2373,9.5835,0.61573,0
SIM_VIB_02914,0.23437,6.988,0.55305,0
SIM_VIB_02915,1.56012,54.8805,4.00873,1
SIM_VIB_02916,2.22473,39.9786,6.67845,1
SIM_VIB_02917,0.95257,24.1957,2.21368,1
SIM_VIB_02918,0.17655,8.6865,0.52458,0
SIM_VIB_02919,0.23834,8.0171,0.71664,0
SIM_VIB_02920,0.22354,7.8666,0.65242,0
SIM_VIB_02921,1.1563,51.0045,3.65073,1
SIM_VIB_02922,0.69576,10.2359,1.52632,1
SIM_VIB_02923,0.26604,9.199,0.78991,0
SIM_VIB_02924,0.23029,9.9566,0.63367,0
SIM_VIB_02925,1.50927,49.4679,4.51292,1
SIM_VIB_02926,0.22741,7.4694,0.63021,0
SIM_VIB_02927,0.25551,12.0438,0.69609,0
SIM_VIB_02928,0.0958,6.2317,0.19941,0
SIM_VIB_02929,0.1274,10.2327,0.77941,0
SIM_VIB_02930,2.02031,36.6301,4.97238,1
SIM_VIB_02931,0.19096,9.5471,0.74255,0
SIM_VIB_02932,0.13872,5.8588,0.57746,0
SIM_VIB_02933,0.29115,13.1566,0.82932,0
SIM_VIB_02934,0.63649,19.3248,1.48911,1
SIM_VIB_02935,1.02264,21.8636,3.30727,1
SIM_VIB_02936,2.30292,35.9178,4.91911,1
SIM_VIB_02937,0.99417,42.2386,3.75127,1
SIM_VIB_02938,0.17703,12.0326,0.33285,0
SIM_VIB_02939,0.10156,2.8301,0.50219,0
SIM_VIB_02940,1.4555,71.7061,3.72402,1
SIM_VIB_02941,0.26953,9.2967,0.79198,0
SIM_VIB_02942,1.89446,38.7781,5.27295,1
SIM_VIB_02943,0.26443,5.2536,0.65986,0
SIM_VIB_02944,0.54734,30.2754,2.18965,1
SIM_VIB_02945,0.16921,6.2055,0.57982,0
SIM_VIB_02946,0.69466,8.2021,2.04681,1
SIM_VIB_02947,0.27998,9.0357,0.93744,0
SIM_VIB_02948,0.19312,5.1501,0.78766,0
SIM_VIB_02949,0.32911,11.2598,0.95324,0
SIM_VIB_02950,0.55182,26.8007,1.95019,1
SIM_VIB_02951,0.14084,5.9696,0.65581,0
SIM_VIB_02952,0.63876,20.0649,1.53723,1
SIM_VIB_02953,0.1482,2.4774,0.53681,0
SIM_VIB_02954,0.35185,8.4502,0.82323,0
SIM_VIB_02955,0.23418,11.2466,0.67816,0
SIM_VIB_02956,0.79837,17.7674,2.46034,1
SIM_VIB_02957,1.78209,36.334,4.85283,1
SIM_VIB_02958,0.26868,7.8501,0.72532,0
SIM_VIB_02959,2.5734,55.2771,7.37868,1
SIM_VIB_02960,0.2129,12.253,0.48946,0
SIM_VIB_02961,0.23973,8.9146,0.63123,0
SIM_VIB_02962,1.27327,36.4695,3.10526,1
SIM_VIB_02963,0.09264,7.9437,0.12925,0
SIM_VIB_02964,0.25,17.8554,1.36545,1
SIM_VIB_02965,0.2508,7.4163,0.84166,0
SIM_VIB_02966,0.21793,8.6063,0.69936,0
SIM_VIB_02967,0.25813,10.8907,0.67053,0
SIM_VIB_02968,0.25063,9.5466,0.66799,0
SIM_VIB_02969,0.39873,9.536,0.79198,0
SIM_VIB_02970,1.92931,21.3022,5.83368,1
SIM_VIB_02971,0.18411,10.3991,0.38142,0
SIM_VIB_02972,0.91156,35.8506,2.9625,1
SIM_VIB_02973,0.20188,18.1498,0.58349,0
SIM_VIB_02974,1.09562,39.1192,4.3771,1
SIM_VIB_02975,1.50551,48.0574,5.04869,1
SIM_VIB_02976,0.73128,31.8657,1.50168,1
SIM_VIB_02977,0.58376,20.3476,1.89262,1
SIM_VIB_02978,0.32116,5.2571,1.04742,0
SIM_VIB_02979,0.1478,8.8614,0.67259,0
SIM_VIB_02980,0.26196,11.5631,0.57011,0
SIM_VIB_02981,1.2833,45.1958,3.99026,1
SIM_VIB_02982,0.16062,9.7156,0.48806,0
SIM_VIB_02983,1.97069,48.1734,5.28915,1
SIM_VIB_02984,0.79432,25.0305,2.11342,1
SIM_VIB_02985,0.31827,12.633,0.85501,0
SIM_VIB_02986,0.21562,11.2788,0.63127,0
SIM_VIB_02987,0.65248,37.6666,2.05392,1
SIM_VIB_02988,1.08361,44.6134,2.73904,1
SIM_VIB_02989,0.28191,3.7831,0.64953,0
SIM_VIB_02990,0.36143,7.0131,1.00468,0
SIM_VIB_02991,0.29422,8.1332,0.81093,0
SIM_VIB_02992,0.09315,10.4059,0.29011,0
SIM_VIB_02993,0.57454,19.1656,1.71238,1
SIM_VIB_02994,0.19786,6.6283,0.51969,0
SIM_VIB_02995,0.82448,23.6551,3.94274,1
SIM_VIB_02996,0.19837,7.8234,0.61806,0
SIM_VIB_02997,0.35141,2.7663,0.75352,0
SIM_VIB_02998,1.00817,55.71,3.64522,1
SIM_VIB_02999,0.19663,7.9516,0.63031,0
SIM_VIB_03000,0.22048,12.6343,0.68068,0
SIM_VIB_03001,0.26351,10.5919,0.76759,0
SIM_VIB_03002,0.38259,11.4117,0.85771,0
SIM_VIB_03003,0.9172,27.993,2.36397,1
SIM_VIB_03004,0.21985,11.6486,0.59133,0
SIM_VIB_03005,0.19766,11.1287,0.60042,0
SIM_VIB_03006,0.33416,8.485,1.10721,0
SIM_VIB_03007,0.93818,32.7699,2.35789,1
SIM_VIB_03008,0.31992,12.5334,0.9584,0
SIM_VIB_03009,0.47078,8.6918,1.52365,1
SIM_VIB_03010,0.73394,6.3603,1.76206,1
SIM_VIB_03011,1.52438,42.1623,5.10181,1
SIM_VIB_03012,0.25926,1.5888,0.5985,0
SIM_VIB_03013,0.12519,8.1729,0.45271,0
SIM_VIB_03014,0.56173,13.7555,1.69188,1
SIM_VIB_03015,1.23375,46.4449,3.2413,1
SIM_VIB_03016,1.07781,49.7227,2.49858,1
SIM_VIB_03017,0.08098,11.4783,0.45148,0
SIM_VIB_03018,1.80128,23.0904,4.28491,1
SIM_VIB_03019,1.26019,54.2499,3.634,1
SIM_VIB_03020,0.16808,7.2408,0.42112,0
SIM_VIB_03021,0.84603,19.8246,2.72714,1
SIM_VIB_03022,2.17593,42.3712,6.0403,1
SIM_VIB_03023,0.27056,10.8705,0.52754,0
SIM_VIB_03024,1.79136,22.296,4.59067,1
SIM_VIB_03025,0.23054,7.6251,0.45719,0
SIM_VIB_03026,0.24724,6.4698,0.77191,0
SIM_VIB_03027,0.88936,47.4019,3.71158,1
SIM_VIB_03028,0.09754,12.2047,0.27386,0
SIM_VIB_03029,0.09677,5.9166,0.31242,0
SIM_VIB_03030,0.24644,15.1857,0.70438,0
SIM_VIB_03031,1.73238,28.401,4.19871,1
SIM_VIB_03032,0.22512,1.0,0.73989,0
SIM_VIB_03033,0.70738,25.3059,2.06403,1
SIM_VIB_03034,0.30635,8.8195,1.00017,0
SIM_VIB_03035,0.03917,7.8906,0.71655,0
SIM_VIB_03036,0.71858,20.5242,2.31142,1
SIM_VIB_03037,0.76039,23.7697,1.51353,1
SIM_VIB_03038,0.63659,24.5636,1.91497,1
SIM_VIB_03039,0.22726,7.4408,0.5792,0
SIM_VIB_03040,0.36899,13.3099,1.03371,0
SIM_VIB_03041,0.25772,2.137,0.5459,0
SIM_VIB_03042,0.20666,11.5657,0.72065,0
SIM_VIB_03043,0.13623,9.1368,0.60756,0
SIM_VIB_03044,0.21493,9.4138,0.5549,0
SIM_VIB_03045,0.22606,14.7259,0.4832,0
SIM_VIB_03046,0.83077,9.5093,1.96564,1
SIM_VIB_03047,1.79266,55.6635,4.9999,1
SIM_VIB_03048,0.18431,9.9005,0.47997,0
SIM_VIB_03049,0.26824,14.2417,0.91,0
SIM_VIB_03050,0.62729,21.8184,2.05678,1
SIM_VIB_03051,0.13226,8.6241,0.5588,0
SIM_VIB_03052,0.25024,14.6504,0.67742,0
SIM_VIB_03053,0.13754,7.2828,0.5039,0
SIM_VIB_03054,1.58744,59.1904,4.8058,1
SIM_VIB_03055,0.78608,26.5771,2.41888,1
SIM_VIB_03056,0.17428,9.2997,0.42705,0
SIM_VIB_03057,0.23324,8.1991,0.60086,0
SIM_VIB_03058,0.22425,10.2602,0.76528,0
SIM_VIB_03059,0.03,8.2635,0.49184,0
SIM_VIB_03060,0.59482,27.7713,2.13914,1
SIM_VIB_03061,0.15757,10.6095,0.63022,0
SIM_VIB_03062,0.47788,17.1222,1.1642,1
SIM_VIB_03063,0.24181,11.0211,0.86884,0
SIM_VIB_03064,0.86452,28.8331,2.10616,1
SIM_VIB_03065,1.41239,58.2481,3.50954,1
SIM_VIB_03066,0.60075,23.4001,1.65451,1
SIM_VIB_03067,0.25962,3.9949,0.84339,0
SIM_VIB_03068,0.39269,12.4198,0.93492,0
SIM_VIB_03069,1.95299,56.7842,4.7618,1
SIM_VIB_03070,0.22764,6.3314,0.54273,0
SIM_VIB_03071,0.10469,9.1879,0.71097,0
SIM_VIB_03072,0.22949,9.2555,0.74213,0
SIM_VIB_03073,1.08912,54.9251,2.84091,1
SIM_VIB_03074,0.22107,5.5385,0.4555,0
SIM_VIB_03075,0.54551,22.7469,1.6919,1
SIM_VIB_03076,0.33987,6.2797,0.74389,0
SIM_VIB_03077,0.03,7.3868,0.38462,0
SIM_VIB_03078,2.38993,34.3974,5.49569,1
SIM_VIB_03079,0.1061,11.2155,0.32971,0
SIM_VIB_03080,0.23662,11.0591,0.59753,0
SIM_VIB_03081,0.12019,11.8282,0.67416,0
SIM_VIB_03082,0.20286,14.2989,0.43976,0
SIM_VIB_03083,0.96182,40.8191,2.93495,1
SIM_VIB_03084,0.23164,3.1191,0.57708,0
SIM_VIB_03085,0.27205,3.6158,0.66175,0
SIM_VIB_03086,0.184,11.8931,0.4174,0
SIM_VIB_03087,0.16447,5.4963,0.7718,0
SIM_VIB_03088,0.19574,12.8446,0.49142,0
SIM_VIB_03089,0.20929,7.3673,0.51322,0
SIM_VIB_03090,0.1659,9.8387,0.46935,0
SIM_VIB_03091,0.20059,7.7933,0.63071,0
SIM_VIB_03092,0.2881,9.0773,0.90795,0
SIM_VIB_03093,0.27408,1.0,0.62905,0
SIM_VIB_03094,0.71692,23.0004,1.55513,1
SIM_VIB_03095,1.91215,51.8199,5.7224,1
SIM_VIB_03096,0.39918,28.5646,1.81496,1
SIM_VIB_03097,0.67308,32.9111,1.59998,1
SIM_VIB_03098,0.22692,5.7536,0.55746,0
SIM_VIB_03099,0.21212,4.7694,0.56092,0
SIM_VIB_03100,0.20102,8.8314,0.42562,0
SIM_VIB_03101,0.21291,4.1484,0.72146,0
SIM_VIB_03102,0.12044,13.2097,0.33714,0
SIM_VIB_03103,0.17022,6.1958,0.46892,0
SIM_VIB_03104,0.07146,12.0446,0.54195,0
SIM_VIB_03105,0.21546,13.1048,0.73848,0
SIM_VIB_03106,0.29837,10.866,1.0072,0
SIM_VIB_03107,0.15916,7.6501,0.41269,0
SIM_VIB_03108,0.06915,9.4622,0.76761,0
SIM_VIB_03109,0.1896,17.3751,0.85542,0
SIM_VIB_03110,0.1947,14.8723,0.57548,0
SIM_VIB_03111,0.24931,10.2559,0.50036,0
SIM_VIB_03112,0.93461,25.8612,4.31935,1
SIM_VIB_03113,0.87859,22.4698,2.25649,1
SIM_VIB_03114,0.7317,5.0,2.37827,1
SIM_VIB_03115,1.71737,56.3672,3.9398,1
SIM_VIB_03116,0.19396,10.6768,0.62822,0
SIM_VIB_03117,0.1811,11.1707,0.64293,0
SIM_VIB_03118,0.38855,9.356,0.88365,0
SIM_VIB_03119,0.2433,16.2549,0.48853,0
SIM_VIB_03120,0.23361,14.4436,0.68109,0
SIM_VIB_03121,0.14762,8.5136,0.41,0
SIM_VIB_03122,0.32805,16.086,0.92578,0
SIM_VIB_03123,0.23015,3.8824,0.63819,0
SIM_VIB_03124,0.33538,16.9639,0.72614,0
SIM_VIB_03125,0.96473,19.99,2.53097,1
SIM_VIB_03126,0.06832,1.0,0.35503,0
SIM_VIB_03127,0.26363,9.6814,0.56249,0
SIM_VIB_03128,0.34961,11.3136,0.78739,0
SIM_VIB_03129,0.14133,10.5174,0.46414,0
SIM_VIB_03130,0.52048,26.0611,1.02127,1
SIM_VIB_03131,0.30538,8.3389,0.65307,0
SIM_VIB_03132,0.23804,9.8628,0.45421,0
SIM_VIB_03133,0.94601,26.6347,2.80222,1
SIM_VIB_03134,1.19418,25.3334,2.69091,1
SIM_VIB_03135,0.20644,7.2584,0.68643,0
SIM_VIB_03136,0.29112,5.1382,0.84586,0
SIM_VIB_03137,0.21362,10.2502,0.65615,0
SIM_VIB_03138,0.06817,11.8734,0.45484,0
SIM_VIB_03139,1.57675,27.8039,4.90497,1
SIM_VIB_03140,0.29143,8.8807,0.8483,0
SIM_VIB_03141,0.39652,2.1581,0.98613,0
SIM_VIB_03142,0.70166,26.5438,1.82706,1
SIM_VIB_03143,0.21132,3.4024,0.71237,0
SIM_VIB_03144,0.18514,11.4543,0.63971,0
SIM_VIB_03145,1.50035,59.1082,3.61719,1
SIM_VIB_03146,1.82096,36.8905,4.7908,1
SIM_VIB_03147,0.12624,9.9176,0.4237,0
SIM_VIB_03148,0.17805,11.485,0.57771,0
SIM_VIB_03149,0.22068,10.1723,0.79376,0
SIM_VIB_03150,1.81193,60.7814,3.88573,1
SIM_VIB_03151,1.71497,54.597,4.33845,1
SIM_VIB_03152,0.14471,5.9339,0.47841,0
SIM_VIB_03153,0.21603,6.8843,0.64398,0
SIM_VIB_03154,0.29964,5.771,0.98228,0
SIM_VIB_03155,0.49031,30.7211,1.45666,1
SIM_VIB_03156,1.86333,33.6721,5.11056,1
SIM_VIB_03157,0.7463,30.9808,1.86764,1
SIM_VIB_03158,0.72176,24.4119,1.29524,1
SIM_VIB_03159,0.25573,12.3148,0.87286,0
SIM_VIB_03160,0.17766,5.7428,0.57651,0
SIM_VIB_03161,0.13726,9.1367,0.55386,0
SIM_VIB_03162,0.10415,13.2461,0.72649,0
SIM_VIB_03163,1.05184,14.5729,3.4415,1
SIM_VIB_03164,0.25008,8.7946,0.66952,0
SIM_VIB_03165,0.25311,11.8121,0.87835,0
SIM_VIB_03166,0.153,7.5296,0.62305,0
SIM_VIB_03167,0.43572,5.0,1.61328,1
SIM_VIB_03168,0.20481,9.8174,0.64586,0
SIM_VIB_03169,0.29426,6.1017,0.8753,0
SIM_VIB_03170,0.2096,6.0301,0.47586,0
SIM_VIB_03171,0.14022,8.3374,0.3981,0
SIM_VIB_03172,0.72851,26.2797,1.70474,1
SIM_VIB_03173,0.25002,14.9663,0.80814,0
SIM_VIB_03174,0.73627,15.4385,2.21041,1
SIM_VIB_03175,0.20432,11.0915,0.45363,0
SIM_VIB_03176,0.08501,10.8454,0.7569,0
SIM_VIB_03177,0.25838,13.3676,0.86173,0
SIM_VIB_03178,0.41125,13.1858,1.87438,1
SIM_VIB_03179,0.78728,33.8004,1.75102,1
SIM_VIB_03180,0.28231,13.1833,0.81784,0
SIM_VIB_03181,0.32496,8.2006,1.06655,0
SIM_VIB_03182,0.11082,9.4724,0.70692,0
SIM_VIB_03183,2.01317,12.0,4.70805,1
SIM_VIB_03184,0.24066,8.1446,0.59339,0
SIM_VIB_03185,0.34633,5.3743,1.07659,0
SIM_VIB_03186,0.18312,4.6644,0.58183,0
SIM_VIB_03187,0.639,25.3066,1.38844,1
SIM_VIB_03188,0.33169,12.3318,1.1246,0
SIM_VIB_03189,0.27502,7.7773,0.88787,0
SIM_VIB_03190,2.21344,32.0598,4.92773,1
SIM_VIB_03191,0.24096,9.2946,0.52991,0
SIM_VIB_03192,0.25161,10.9247,0.84273,0
SIM_VIB_03193,0.3657,11.3052,0.82367,0
SIM_VIB_03194,0.50946,18.2638,1.03774,1
SIM_VIB_03195,0.41774,1.0,1.27963,0
SIM_VIB_03196,0.29798,8.4595,0.60012,0
SIM_VIB_03197,0.19162,14.2184,0.68632,0
SIM_VIB_03198,0.19679,6.1242,0.66198,0
SIM_VIB_03199,1.57134,41.491,4.24869,1
SIM_VIB_03200,0.98662,21.7666,2.40799,1
SIM_VIB_03201,0.74371,17.6098,2.24377,1
SIM_VIB_03202,0.26887,6.7505,0.78356,0
SIM_VIB_03203,0.93858,22.3181,2.53487,1
SIM_VIB_03204,0.28128,7.6598,0.92038,0
SIM_VIB_03205,0.69025,22.4594,2.1226,1
SIM_VIB_03206,0.11987,3.529,0.21674,0
SIM_VIB_03207,0.29269,3.6231,0.59077,0
SIM_VIB_03208,0.27799,11.6825,0.7203,0
SIM_VIB_03209,0.22091,2.7452,0.56977,0
SIM_VIB_03210,0.23724,8.1181,0.76133,0
SIM_VIB_03211,0.787,27.2667,1.95109,1
SIM_VIB_03212,0.78573,41.4671,3.72969,1
SIM_VIB_03213,0.90295,40.5003,2.90095,1
SIM_VIB_03214,1.66539,48.638,5.02026,1
SIM_VIB_03215,0.27606,11.3014,0.62069,0
SIM_VIB_03216,0.9762,21.2853,1.97864,1
SIM_VIB_03217,0.14016,3.3892,0.48206,0
SIM_VIB_03218,1.79217,56.5489,5.07383,1
SIM_VIB_03219,0.25748,10.0271,0.75606,0
SIM_VIB_03220,0.26392,14.499,0.75003,0
SIM_VIB_03221,1.72104,55.0405,4.70807,1
SIM_VIB_03222,0.98126,43.5117,3.10826,1
SIM_VIB_03223,0.91786,24.0484,1.75815,1
SIM_VIB_03224,0.09343,12.8487,0.36765,0
SIM_VIB_03225,1.5476,38.3429,4.79524,1
SIM_VIB_03226,1.71781,13.7625,4.21591,1
SIM_VIB_03227,0.06735,1.0,0.38605,0
SIM_VIB_03228,0.48974,33.4158,1.61599,1
SIM_VIB_03229,0.55151,16.4649,1.65235,1
SIM_VIB_03230,0.25124,7.3975,0.62738,0
SIM_VIB_03231,0.07948,13.9312,0.37872,0
SIM_VIB_03232,1.48458,50.7901,3.76878,1
SIM_VIB_03233,0.31082,7.669,0.58301,0
SIM_VIB_03234,0.97754,47.6448,4.71979,1
SIM_VIB_03235,1.4629,47.9471,5.14325,1
SIM_VIB_03236,0.29908,7.8189,0.9535,0
SIM_VIB_03237,0.06864,6.2866,0.85086,0
SIM_VIB_03238,0.16,15.6959,0.85223,0
SIM_VIB_03239,0.14345,13.9061,0.64054,0
SIM_VIB_03240,0.56848,19.6193,1.52305,1
SIM_VIB_03241,1.02737,33.9984,4.13272,1
SIM_VIB_03242,0.34134,8.1952,0.99746,0
SIM_VIB_03243,0.26682,3.6053,0.66502,0
SIM_VIB_03244,0.3724,10.3326,0.84322,0
SIM_VIB_03245,0.61722,35.1697,2.05566,1
SIM_VIB_03246,0.12749,9.3169,0.4329,0
SIM_VIB_03247,0.05599,12.9317,0.95975,0
SIM_VIB_03248,0.26024,6.2049,0.86187,0
SIM_VIB_03249,0.34722,12.0839,0.6701,0
SIM_VIB_03250,0.38482,15.4063,1.27172,0
SIM_VIB_03251,0.42395,11.8186,1.17111,0
SIM_VIB_03252,0.46881,29.9433,1.4453,1
SIM_VIB_03253,0.11277,13.4992,0.88374,0
SIM_VIB_03254,0.39028,10.2122,1.11991,0
SIM_VIB_03255,0.79559,34.5942,2.04324,1
SIM_VIB_03256,0.79923,20.1603,1.93731,1
SIM_VIB_03257,1.5534,13.7706,5.00949,1
SIM_VIB_03258,0.30606,9.7443,0.76817,0
SIM_VIB_03259,0.23933,10.9096,0.68846,0
SIM_VIB_03260,0.06331,11.0504,0.4024,0
SIM_VIB_03261,0.14568,12.2824,0.71399,0
SIM_VIB_03262,0.17328,4.4075,0.56583,0
SIM_VIB_03263,1.49637,50.3546,3.34429,1
SIM_VIB_03264,0.13932,16.9777,0.55589,0
SIM_VIB_03265,0.28901,18.4723,1.92954,1
SIM_VIB_03266,1.03538,41.9824,3.41926,1
SIM_VIB_03267,1.61364,52.0535,3.9212,1
SIM_VIB_03268,0.24599,6.7621,0.65083,0
SIM_VIB_03269,1.16741,54.3971,4.36172,1
SIM_VIB_03270,1.41389,36.8954,3.00235,1
SIM_VIB_03271,0.76191,24.8646,2.69218,1
SIM_VIB_03272,0.21512,9.5162,0.67441,0
SIM_VIB_03273,0.13323,8.3555,0.72229,0
SIM_VIB_03274,0.25599,5.0657,0.66016,0
SIM_VIB_03275,2.6206,26.8908,5.52874,1
SIM_VIB_03276,0.10045,9.1245,0.48636,0
SIM_VIB_03277,1.89321,40.6026,4.55263,1
SIM_VIB_03278,0.25031,7.2716,0.70309,0
SIM_VIB_03279,2.04023,17.7293,3.86039,1
SIM_VIB_03280,0.13093,9.9044,0.72729,0
SIM_VIB_03281,0.56478,25.8534,1.77395,1
SIM_VIB_03282,0.82485,26.3803,2.70259,1
SIM_VIB_03283,0.32328,11.8665,0.93501,0
SIM_VIB_03284,0.61978,24.2255,2.15086,1
SIM_VIB_03285,0.24979,10.3196,0.56055,0
SIM_VIB_03286,0.69295,16.8153,1.92624,1
SIM_VIB_03287,0.28967,9.9949,0.72779,0
SIM_VIB_03288,1.29517,57.2009,3.97778,1
SIM_VIB_03289,0.29265,9.9851,0.56438,0
SIM_VIB_03290,0.25239,12.9563,0.5026,0
SIM_VIB_03291,0.46254,37.4192,1.73347,1
SIM_VIB_03292,0.15064,10.2734,0.55533,0
SIM_VIB_03293,0.23627,9.3773,0.77759,0
